id,actual class,predicted class,predicted probability
906055762316857345_0,2.0,2,"[0.057235684245824814, 0.1891813725233078, 0.5050581097602844, 0.03323693946003914, 0.21528783440589905]"
906085025967255552_0,2.0,2,"[0.02077990584075451, 0.010277125984430313, 0.9276936650276184, 0.019922111183404922, 0.021327167749404907]"
906149205349163008_0,2.0,2,"[0.0523676872253418, 0.02525964193046093, 0.8516765832901001, 0.01710592396557331, 0.05359018221497536]"
906157914368421889_0,2.0,2,"[0.021516740322113037, 0.025829192250967026, 0.936790943145752, 0.005262476392090321, 0.010600622743368149]"
906182698493992960_0,2.0,2,"[0.03548779338598251, 0.03314787149429321, 0.7854271531105042, 0.06678468734025955, 0.07915250211954117]"
906203773936312321_0,2.0,2,"[0.03023650124669075, 0.03659547492861748, 0.8377613425254822, 0.05097115412354469, 0.04443558305501938]"
906207529662742528_0,2.0,2,"[0.034475866705179214, 0.02392509952187538, 0.8461562991142273, 0.06234097108244896, 0.03310181200504303]"
906282411121680384_0,2.0,2,"[0.02888146974146366, 0.04036495089530945, 0.8373692631721497, 0.0496562197804451, 0.0437280647456646]"
906336876738613250_0,2.0,2,"[0.06968089938163757, 0.04555223137140274, 0.7116050124168396, 0.044278744608163834, 0.12888307869434357]"
906341151061499910_0,2.0,2,"[0.038513895124197006, 0.020312517881393433, 0.885895848274231, 0.036175549030303955, 0.01910223811864853]"
906377127448133632_0,2.0,2,"[0.02149219438433647, 0.012692902237176895, 0.8873700499534607, 0.062225427478551865, 0.016219457611441612]"
906547211009499136_0,2.0,2,"[0.0438854843378067, 0.04771861433982849, 0.6793583035469055, 0.034930434077978134, 0.19410721957683563]"
906551249121812485_0,2.0,3,"[0.07873698323965073, 0.035554833710193634, 0.3493858575820923, 0.5159845352172852, 0.020337801426649094]"
906566375518429184_0,2.0,2,"[0.03108878992497921, 0.0067330277524888515, 0.936086893081665, 0.010132758878171444, 0.015958528965711594]"
906568417385132033_0,2.0,2,"[0.041046712547540665, 0.014663795940577984, 0.9079548716545105, 0.016809562221169472, 0.01952497661113739]"
906576801794838529_0,2.0,2,"[0.13519984483718872, 0.06994060426950455, 0.5405202507972717, 0.06930480897426605, 0.18503449857234955]"
906611279095267329_0,2.0,2,"[0.03301867097616196, 0.016411224380135536, 0.8102092742919922, 0.11602755635976791, 0.024333273991942406]"
906718789303185414_0,2.0,2,"[0.013715723529458046, 0.004820531699806452, 0.9680464863777161, 0.003906584344804287, 0.009510629810392857]"
906733384042414080_0,2.0,3,"[0.05058067664504051, 0.06283184140920639, 0.05283503234386444, 0.7547658681869507, 0.07898654043674469]"
906853373663686657_0,2.0,2,"[0.02054428681731224, 0.013971543870866299, 0.8598031997680664, 0.05865053832530975, 0.04703040048480034]"
906907803234783232_0,2.0,2,"[0.05269164592027664, 0.015094149857759476, 0.8425809741020203, 0.009589496068656445, 0.08004369586706161]"
906927848648212481_0,2.0,2,"[0.026035785675048828, 0.015086785890161991, 0.9122151136398315, 0.032383374869823456, 0.014278966933488846]"
906938176337580033_0,2.0,2,"[0.11696629226207733, 0.09681030362844467, 0.4847579300403595, 0.13804353773593903, 0.16342195868492126]"
906953485819764736_0,2.0,2,"[0.0404435470700264, 0.02473846636712551, 0.6962205767631531, 0.12614011764526367, 0.1124572902917862]"
906984195439788032_2,2.0,2,"[0.09708689153194427, 0.22106602787971497, 0.4492817521095276, 0.10614577680826187, 0.1264195293188095]"
907092014100967424_0,2.0,2,"[0.07781367003917694, 0.02530239336192608, 0.755270779132843, 0.08386556804180145, 0.057747554033994675]"
907123330813235201_0,2.0,2,"[0.07367830723524094, 0.09158260375261307, 0.596963107585907, 0.21395248174667358, 0.02382349967956543]"
907132891326492672_0,2.0,2,"[0.04793114587664604, 0.01656555011868477, 0.6436901092529297, 0.18541277945041656, 0.10640041530132294]"
907240299847589888_0,2.0,2,"[0.032835859805345535, 0.04050077497959137, 0.7847898602485657, 0.1050402969121933, 0.03683317080140114]"
907302403371761664_0,2.0,2,"[0.01738291047513485, 0.007251080125570297, 0.8919517397880554, 0.009765489026904106, 0.0736488327383995]"
907305777236516864_0,2.0,2,"[0.014335532672703266, 0.00816934835165739, 0.965260922908783, 0.007934690453112125, 0.004299485124647617]"
907312470485864448_0,2.0,4,"[0.056279633194208145, 0.0593649297952652, 0.2516815662384033, 0.03546445444226265, 0.5972094535827637]"
907371959800938496_0,2.0,2,"[0.07712627202272415, 0.04868512973189354, 0.7087990045547485, 0.08875656127929688, 0.07663297653198242]"
907417732580347904_0,2.0,2,"[0.053539834916591644, 0.03641194477677345, 0.5967766642570496, 0.027700692415237427, 0.2855708599090576]"
907432311662239744_0,2.0,2,"[0.0594552643597126, 0.08496575802564621, 0.6850693821907043, 0.055573511868715286, 0.11493607610464096]"
907439944792190981_0,2.0,2,"[0.02685273438692093, 0.01599743776023388, 0.6788471341133118, 0.006593248341232538, 0.2717093825340271]"
907523892763172864_0,2.0,2,"[0.12203042209148407, 0.11144135147333145, 0.5615894198417664, 0.06817939132452011, 0.13675940036773682]"
907553523176497153_0,2.0,2,"[0.03618285804986954, 0.035951878875494, 0.7278739213943481, 0.12076018750667572, 0.07923106849193573]"
907698699572273155_0,2.0,2,"[0.13613936305046082, 0.08990798890590668, 0.5333622694015503, 0.06993087381124496, 0.17065946757793427]"
907769556999032832_0,2.0,2,"[0.08454403281211853, 0.03675434738397598, 0.5634977221488953, 0.1376669704914093, 0.17753691971302032]"
907794445063598081_0,2.0,2,"[0.14558982849121094, 0.0669189840555191, 0.4041178226470947, 0.04399780184030533, 0.3393755257129669]"
907813703281758208_0,2.0,2,"[0.03738166019320488, 0.027375144883990288, 0.8578900098800659, 0.04631444066762924, 0.03103869967162609]"
907883425197162496_0,2.0,2,"[0.08200503140687943, 0.04475116729736328, 0.7645599246025085, 0.028605572879314423, 0.0800783634185791]"
907933168405291008_0,2.0,2,"[0.029580308124423027, 0.018260007724165916, 0.8438946604728699, 0.05816703662276268, 0.0500979982316494]"
908018569476284416_0,2.0,2,"[0.03023650124669075, 0.03659547492861748, 0.8377613425254822, 0.05097115412354469, 0.04443558305501938]"
908038429388222473_0,2.0,2,"[0.01113270502537489, 0.04274239018559456, 0.861574649810791, 0.002404811093583703, 0.08214537054300308]"
908133070620028933_0,2.0,2,"[0.06550869345664978, 0.021214546635746956, 0.6043978929519653, 0.013376174494624138, 0.2955027222633362]"
908134716754276352_0,2.0,2,"[0.09842340648174286, 0.06858978420495987, 0.398367315530777, 0.15262117981910706, 0.28199827671051025]"
908157765658476544_0,2.0,2,"[0.02194659784436226, 0.011070488020777702, 0.9169521331787109, 0.017911959439516068, 0.03211880102753639]"
908206404317704192_0,2.0,4,"[0.07831715792417526, 0.15665948390960693, 0.21149112284183502, 0.08495932817459106, 0.4685729146003723]"
908230155901870081_0,2.0,2,"[0.013244920410215855, 0.010918283835053444, 0.934612512588501, 0.035917073488235474, 0.005307237152010202]"
908341048568680448_0,2.0,2,"[0.0210418738424778, 0.008360190317034721, 0.8708067536354065, 0.03943705931305885, 0.06035410985350609]"
908359896994926596_0,2.0,2,"[0.01710601896047592, 0.028944015502929688, 0.8107884526252747, 0.10958760231733322, 0.03357389196753502]"
908370312785362946_0,2.0,2,"[0.014554577879607677, 0.005547109059989452, 0.9692485928535461, 0.005191096570342779, 0.005458573345094919]"
908433043454660608_0,2.0,2,"[0.03570832684636116, 0.01563478633761406, 0.8971652388572693, 0.02824116311967373, 0.023250451311469078]"
908482780769554432_0,2.0,3,"[0.08090168982744217, 0.04778342694044113, 0.08177133649587631, 0.548241913318634, 0.24130161106586456]"
908489661688971264_0,2.0,2,"[0.020767172798514366, 0.009496382437646389, 0.9472680687904358, 0.0060795568861067295, 0.01638883911073208]"
908517505819389953_0,2.0,2,"[0.029501009732484818, 0.0043126740492880344, 0.8989636898040771, 0.0063495635986328125, 0.06087305024266243]"
908537612184334336_0,2.0,2,"[0.06365146487951279, 0.18090194463729858, 0.5349317193031311, 0.1783314049243927, 0.04218345507979393]"
908622824553795584_0,2.0,2,"[0.013844689354300499, 0.0043385825119912624, 0.9691674113273621, 0.006098147016018629, 0.006551181897521019]"
908643154311745542_0,2.0,2,"[0.012079688720405102, 0.0072022066451609135, 0.9670090079307556, 0.01072587538510561, 0.0029832497239112854]"
908685011657920512_0,2.0,1,"[0.05683056637644768, 0.4459429681301117, 0.1386955976486206, 0.03112204186618328, 0.3274088501930237]"
908707142714249221_0,2.0,2,"[0.11620467901229858, 0.13118672370910645, 0.2905791401863098, 0.19927093386650085, 0.2627585232257843]"
908711046604578816_0,2.0,2,"[0.06296379864215851, 0.09056571871042252, 0.7490957379341125, 0.024829428642988205, 0.07254528999328613]"
908721695799824384_0,2.0,2,"[0.09493917226791382, 0.022537995129823685, 0.7250066995620728, 0.010529887862503529, 0.14698627591133118]"
908732508895891456_0,2.0,2,"[0.019117658957839012, 0.0027336811181157827, 0.9609508514404297, 0.005043112672865391, 0.01215476356446743]"
908755797726732289_0,2.0,2,"[0.04708277806639671, 0.0377705916762352, 0.794678270816803, 0.007377518340945244, 0.11309079080820084]"
908782701452320768_0,2.0,2,"[0.06838163733482361, 0.02808474563062191, 0.7598091959953308, 0.07721815258264542, 0.06650618463754654]"
908806454949298177_0,2.0,2,"[0.027554238215088844, 0.014298049733042717, 0.8713482618331909, 0.03770880028605461, 0.04909072071313858]"
908892878990073856_0,2.0,4,"[0.05338576063513756, 0.19108562171459198, 0.365789532661438, 0.020171476528048515, 0.3695676028728485]"
909130989544329216_0,2.0,4,"[0.09946613013744354, 0.11980387568473816, 0.2801456153392792, 0.016312263906002045, 0.48427218198776245]"
909212569935728641_0,2.0,2,"[0.01756146177649498, 0.044862620532512665, 0.840490996837616, 0.061782363802194595, 0.03530261665582657]"
909381436850962433_0,2.0,2,"[0.09107095003128052, 0.024520164355635643, 0.7161325216293335, 0.04976268857717514, 0.11851368099451065]"
909401662179209216_0,2.0,2,"[0.1598961055278778, 0.06916200369596481, 0.6027339696884155, 0.07771482318639755, 0.0904930904507637]"
909401781024804864_0,2.0,2,"[0.035638805478811264, 0.033459942787885666, 0.8901501893997192, 0.011763334274291992, 0.028987685218453407]"
909402859011235845_0,2.0,2,"[0.035629015415906906, 0.025944065302610397, 0.776832640171051, 0.14365912973880768, 0.017935099080204964]"
909415304618545153_0,2.0,2,"[0.040241826325654984, 0.07846170663833618, 0.7125888466835022, 0.06264269351959229, 0.10606494545936584]"
909417096026759168_0,2.0,2,"[0.10286658257246017, 0.05098385363817215, 0.58268803358078, 0.1377396136522293, 0.12572194635868073]"
909420222628671488_0,2.0,4,"[0.12190882116556168, 0.2095767706632614, 0.0916564017534256, 0.14618566632270813, 0.43067237734794617]"
909425490250944517_0,2.0,1,"[0.08373264968395233, 0.4695844054222107, 0.1757773905992508, 0.19859164953231812, 0.07231392711400986]"
909444846875799557_0,2.0,2,"[0.03477133437991142, 0.019853385165333748, 0.9029310941696167, 0.014072117395699024, 0.02837212197482586]"
909447627325964289_0,2.0,2,"[0.07346461713314056, 0.051338132470846176, 0.5231822729110718, 0.30096200108528137, 0.05105298385024071]"
909447941550690304_0,2.0,2,"[0.03269767761230469, 0.011153350584208965, 0.9167354702949524, 0.012273119762539864, 0.027140429243445396]"
909450938007543809_0,2.0,2,"[0.05118824541568756, 0.18222357332706451, 0.5912879109382629, 0.09673257917165756, 0.07856771349906921]"
909458087735468033_0,2.0,2,"[0.10622331500053406, 0.019245315343141556, 0.7283285856246948, 0.05950457602739334, 0.08669820427894592]"
909462726740672514_0,2.0,2,"[0.04643092304468155, 0.10738014429807663, 0.494077205657959, 0.04791416972875595, 0.30419760942459106]"
909467302252437509_0,2.0,3,"[0.03174968063831329, 0.013961729593575, 0.24849902093410492, 0.6868823170661926, 0.018907196819782257]"
909468233861918720_0,2.0,2,"[0.051684968173503876, 0.017986956983804703, 0.8852075338363647, 0.017515989020466805, 0.027604639530181885]"
909471002060623872_0,2.0,2,"[0.028143687173724174, 0.0120729124173522, 0.8616248369216919, 0.0787992849946022, 0.01935923844575882]"
909477370515648513_0,2.0,2,"[0.05787789449095726, 0.13202817738056183, 0.6962763071060181, 0.042455755174160004, 0.07136188447475433]"
909479929049501702_0,2.0,2,"[0.019456710666418076, 0.018080206587910652, 0.9014328718185425, 0.03784901276230812, 0.02318129502236843]"
909481840733491200_0,2.0,2,"[0.03918993100523949, 0.04228759557008743, 0.6729198694229126, 0.10192921757698059, 0.1436733603477478]"
909487442700402688_1,2.0,2,"[0.05641445890069008, 0.0143293971195817, 0.839431881904602, 0.021054770797491074, 0.06876950711011887]"
909490776807137280_0,2.0,1,"[0.1004754975438118, 0.3268357515335083, 0.13117274641990662, 0.13908438384532928, 0.302431583404541]"
909491115006595072_0,2.0,2,"[0.049510788172483444, 0.03974377363920212, 0.8246354460716248, 0.01843126304447651, 0.06767870485782623]"
909496323312889856_0,2.0,2,"[0.017979836091399193, 0.007261722814291716, 0.960587739944458, 0.008066019043326378, 0.006104693748056889]"
909688082911203328_0,2.0,1,"[0.038333941251039505, 0.7543997168540955, 0.12326457351446152, 0.07075884193181992, 0.013242848217487335]"
909703693284585472_0,2.0,2,"[0.04139593243598938, 0.016584955155849457, 0.8356436491012573, 0.052862875163555145, 0.053512588143348694]"
909703941545377793_0,2.0,2,"[0.013760866597294807, 0.006719311699271202, 0.9449551701545715, 0.019720101729035378, 0.014844612218439579]"
909708627866513409_0,2.0,2,"[0.06980063021183014, 0.02898559160530567, 0.7519505620002747, 0.06876347959041595, 0.08049975335597992]"
909732449646546945_0,2.0,2,"[0.057123251259326935, 0.03229843080043793, 0.8073045611381531, 0.031112102791666985, 0.07216169685125351]"
909740321373933568_0,2.0,2,"[0.023650864139199257, 0.016798697412014008, 0.8966013789176941, 0.047116026282310486, 0.01583305560052395]"
909750109998546945_0,2.0,4,"[0.035959288477897644, 0.05712563544511795, 0.35989755392074585, 0.0023175107780843973, 0.544700026512146]"
909767164244189185_0,2.0,2,"[0.07770578563213348, 0.0854739397764206, 0.6885461211204529, 0.0968170166015625, 0.05145714432001114]"
909769051966201857_0,2.0,2,"[0.14435133337974548, 0.03206688538193703, 0.44700339436531067, 0.03056972287595272, 0.3460087180137634]"
909773698433011713_0,2.0,2,"[0.01974235102534294, 0.020591706037521362, 0.8366013765335083, 0.10346285253763199, 0.019601712003350258]"
909776158706855936_0,2.0,2,"[0.07577885687351227, 0.151469424366951, 0.5383110642433167, 0.19114674627780914, 0.04329396039247513]"
909786171265503232_0,2.0,2,"[0.06608210504055023, 0.07887923717498779, 0.3565238118171692, 0.17883914709091187, 0.3196757435798645]"
909794803814105088_0,2.0,2,"[0.014826104044914246, 0.007327320985496044, 0.915725588798523, 0.051265355199575424, 0.010855584405362606]"
909805718504697857_0,2.0,2,"[0.011467663571238518, 0.0032405389938503504, 0.9789819121360779, 0.0036012253258377314, 0.0027086834888905287]"
909810718920364033_0,2.0,2,"[0.02947261556982994, 0.021944086998701096, 0.4745742082595825, 0.3535255789756775, 0.12048349529504776]"
909816824962912256_0,2.0,2,"[0.019267713651061058, 0.019169772043824196, 0.9278606176376343, 0.020651064813137054, 0.013050896115601063]"
909830265102639104_0,2.0,2,"[0.10491680353879929, 0.06404241174459457, 0.6375168561935425, 0.023597093299031258, 0.16992686688899994]"
909832529473138689_0,2.0,2,"[0.05956524610519409, 0.04685339331626892, 0.7714343070983887, 0.06549211591482162, 0.05665493756532669]"
909855675647438848_0,2.0,2,"[0.002137664705514908, 0.0024015873204916716, 0.9935126900672913, 0.0004301421286072582, 0.0015180205227807164]"
909863854804529152_0,2.0,2,"[0.04457565397024155, 0.01558808982372284, 0.44289493560791016, 0.084505595266819, 0.41243571043014526]"
909872700637708289_0,2.0,2,"[0.045355360954999924, 0.034169767051935196, 0.8550276756286621, 0.028605826199054718, 0.03684143349528313]"
909875459843817472_0,2.0,2,"[0.11111100018024445, 0.2404288500547409, 0.3757082521915436, 0.17525149881839752, 0.09750033169984818]"
909875484053340160_0,2.0,2,"[0.05410328507423401, 0.29182225465774536, 0.5263810753822327, 0.07264920324087143, 0.055044203996658325]"
909881349707878401_0,2.0,2,"[0.03126704320311546, 0.004234045743942261, 0.9189984798431396, 0.00830409862101078, 0.03719637915492058]"
909881458281631745_0,2.0,2,"[0.02221517451107502, 0.04523621127009392, 0.8913034200668335, 0.006909405346959829, 0.03433578088879585]"
909927898143973377_0,2.0,4,"[0.04937801882624626, 0.04189669340848923, 0.32817819714546204, 0.22571149468421936, 0.3548355996608734]"
909936169642713089_0,2.0,2,"[0.03287110477685928, 0.012522607110440731, 0.7624567747116089, 0.15699884295463562, 0.03515066206455231]"
909938398835740672_0,2.0,2,"[0.04970875009894371, 0.06988642364740372, 0.7518881559371948, 0.09073492884635925, 0.037781745195388794]"
909943984692367360_0,2.0,2,"[0.00887759868055582, 0.0036224450450390577, 0.9790728688240051, 0.0027273385785520077, 0.005699775647372007]"
909965919949955072_0,2.0,2,"[0.05842980369925499, 0.05595029518008232, 0.7413811087608337, 0.08905770629644394, 0.05518107861280441]"
910008835552583680_0,2.0,2,"[0.04506862163543701, 0.02066020295023918, 0.8497976064682007, 0.032394710928201675, 0.05207887664437294]"
910013579662782464_0,2.0,2,"[0.029774436727166176, 0.015661241486668587, 0.9213083982467651, 0.016806408762931824, 0.016449561342597008]"
910015187322900480_0,2.0,2,"[0.04305299371480942, 0.033325981348752975, 0.8945560455322266, 0.013070737011730671, 0.015994317829608917]"
910027013989289984_0,2.0,2,"[0.03621813282370567, 0.008307837881147861, 0.9250808358192444, 0.008617090061306953, 0.021776048466563225]"
910029277642543104_0,2.0,2,"[0.01977759599685669, 0.3596975803375244, 0.5709124803543091, 0.01853313483297825, 0.031079189851880074]"
910067231408771072_0,2.0,2,"[0.05180157721042633, 0.032444100826978683, 0.8887516856193542, 0.009829753078520298, 0.01717285066843033]"
910089439770226689_0,2.0,2,"[0.035886000841856, 0.0653703585267067, 0.8533715009689331, 0.01696178689599037, 0.028410309925675392]"
910114199413694464_0,2.0,2,"[0.05917593464255333, 0.02176731452345848, 0.7406567335128784, 0.04102376103401184, 0.13737620413303375]"
910119332478320641_0,2.0,2,"[0.09708699584007263, 0.026338806375861168, 0.7878745198249817, 0.010425503365695477, 0.07827411592006683]"
910128042902560768_0,2.0,2,"[0.04504823312163353, 0.01044544018805027, 0.9225464463233948, 0.006142770871520042, 0.01581704430282116]"
910147650162438144_0,2.0,2,"[0.025812091305851936, 0.015293444506824017, 0.7833816409111023, 0.11510486155748367, 0.06040801852941513]"
910151430262153216_0,2.0,2,"[0.06735231727361679, 0.05540802702307701, 0.7175745964050293, 0.06880034506320953, 0.0908646434545517]"
910169508752617472_0,2.0,4,"[0.1361364871263504, 0.05873055011034012, 0.3888007402420044, 0.024341439828276634, 0.3919907808303833]"
910172438708842496_1,2.0,2,"[0.03499169275164604, 0.026507312431931496, 0.6533821225166321, 0.25311553478240967, 0.03200329840183258]"
910196061414789120_0,2.0,2,"[0.05857114866375923, 0.03670625016093254, 0.4589121639728546, 0.41989636421203613, 0.02591405063867569]"
910199848569380864_0,2.0,2,"[0.055314090102910995, 0.2089858055114746, 0.5541808605194092, 0.046987034380435944, 0.13453222811222076]"
910205407758573568_0,2.0,2,"[0.08047572523355484, 0.07086820900440216, 0.5934205055236816, 0.060795798897743225, 0.19443979859352112]"
910207326887571456_0,2.0,2,"[0.026530379429459572, 0.22823047637939453, 0.700315535068512, 0.00789655838161707, 0.037027113139629364]"
910231852681703424_0,2.0,2,"[0.03069196082651615, 0.14325173199176788, 0.7967014908790588, 0.010676748119294643, 0.018678033724427223]"
910234911822483457_0,2.0,1,"[0.04890688136219978, 0.506761372089386, 0.26569175720214844, 0.014503853395581245, 0.1641361266374588]"
910235214164713479_0,2.0,2,"[0.015674224123358727, 0.05694838613271713, 0.8728829622268677, 0.02918108180165291, 0.025313377380371094]"
910236291387629568_0,2.0,2,"[0.013215452432632446, 0.0097104636952281, 0.9073653221130371, 0.04428885504603386, 0.025419890880584717]"
910236970315640837_0,2.0,2,"[0.02967808023095131, 0.27662360668182373, 0.6452476978302002, 0.007258645724505186, 0.04119193181395531]"
910243047568560128_0,2.0,4,"[0.07234356552362442, 0.018838653340935707, 0.27336767315864563, 0.028287019580602646, 0.6071630716323853]"
910245908243197953_0,2.0,4,"[0.05638524144887924, 0.2912152409553528, 0.2336575984954834, 0.07166295498609543, 0.34707897901535034]"
910247262135218176_0,2.0,2,"[0.04159422963857651, 0.021557487547397614, 0.8809961080551147, 0.004042019136250019, 0.051810070872306824]"
910252249250697216_0,2.0,2,"[0.034721922129392624, 0.02918880805373192, 0.727644145488739, 0.14321614801883698, 0.06522896140813828]"
910254111311921153_0,2.0,4,"[0.08458391577005386, 0.029788749292492867, 0.21871517598628998, 0.0064624277874827385, 0.6604496836662292]"
910258440077025280_0,2.0,2,"[0.058868084102869034, 0.04351739212870598, 0.8172774910926819, 0.03935699537396431, 0.040980055928230286]"
910259418314547200_0,2.0,2,"[0.04202808812260628, 0.009757909923791885, 0.9027579426765442, 0.014312523417174816, 0.03114354982972145]"
910260902368333824_0,2.0,2,"[0.07211548089981079, 0.11493682116270065, 0.666884183883667, 0.07294657081365585, 0.07311692833900452]"
910262762630086657_0,2.0,2,"[0.08156261593103409, 0.18638993799686432, 0.5814081430435181, 0.07007072120904922, 0.08056855946779251]"
910524419390369792_0,2.0,2,"[0.03181912750005722, 0.007368824910372496, 0.9014269709587097, 0.029941583052277565, 0.029443440958857536]"
910532234855305218_0,2.0,2,"[0.03353310003876686, 0.018760381266474724, 0.8107871413230896, 0.06444832682609558, 0.07247111201286316]"
910533114589364224_0,2.0,2,"[0.020553478971123695, 0.016769975423812866, 0.9305251836776733, 0.007301000412553549, 0.024850329384207726]"
910534049583603712_0,2.0,2,"[0.049959927797317505, 0.01980685070157051, 0.5872699618339539, 0.24712173640727997, 0.09584151208400726]"
910541703521685505_0,2.0,3,"[0.09869814664125443, 0.1360406130552292, 0.2730136811733246, 0.421117901802063, 0.07112959027290344]"
910544332033347585_0,2.0,2,"[0.049544814974069595, 0.2902107536792755, 0.5651440024375916, 0.07420656830072403, 0.0208938829600811]"
910547261834366976_0,2.0,2,"[0.01624247245490551, 0.025925038382411003, 0.882490873336792, 0.04972459375858307, 0.025617025792598724]"
910548969184428033_0,2.0,2,"[0.023879433050751686, 0.013811731711030006, 0.8760778903961182, 0.06163676455616951, 0.024594247341156006]"
910554069781139459_0,2.0,2,"[0.045003827661275864, 0.006242896430194378, 0.9165421724319458, 0.006088078022003174, 0.026123061776161194]"
910563458235564032_0,2.0,2,"[0.04025796800851822, 0.012805401347577572, 0.8896899223327637, 0.01916865073144436, 0.03807807341217995]"
910563637445750792_0,2.0,2,"[0.021193252876400948, 0.014116417616605759, 0.9054138660430908, 0.033987171947956085, 0.02528928779065609]"
910586516967088128_0,2.0,2,"[0.04086096212267876, 0.13467928767204285, 0.6308579444885254, 0.1057443767786026, 0.08785735815763474]"
910586673263726592_0,2.0,2,"[0.05875001475214958, 0.025611741468310356, 0.7790670990943909, 0.09022366255521774, 0.04634750261902809]"
910627988080873473_0,2.0,2,"[0.06996814161539078, 0.04445397108793259, 0.7570532560348511, 0.04546927288174629, 0.08305534720420837]"
910640199272747008_0,2.0,3,"[0.07839728146791458, 0.13313104212284088, 0.08957624435424805, 0.6467373967170715, 0.05215808376669884]"
910642433716867073_0,2.0,2,"[0.04803023114800453, 0.026491891592741013, 0.8845239877700806, 0.01494597177952528, 0.026008008047938347]"
910706984281952256_0,2.0,2,"[0.04567854851484299, 0.08743803203105927, 0.7234864830970764, 0.10526029765605927, 0.038136620074510574]"
910735820407140352_0,2.0,2,"[0.049476489424705505, 0.08913713693618774, 0.6715364456176758, 0.1387009620666504, 0.051149047911167145]"
910762963979472896_0,2.0,2,"[0.037562768906354904, 0.018530389294028282, 0.9181321263313293, 0.010423672385513783, 0.015350970439612865]"
910786199287160832_0,2.0,1,"[0.047313038259744644, 0.49568042159080505, 0.19878941774368286, 0.011603840626776218, 0.2466132491827011]"
910795962020483073_0,2.0,2,"[0.0523015558719635, 0.03196154907345772, 0.8682535886764526, 0.002815741114318371, 0.04466753825545311]"
911664304725913600_0,2.0,2,"[0.017124349251389503, 0.0037456026766449213, 0.905571460723877, 0.0020994802471250296, 0.07145912200212479]"
911684747004391424_0,2.0,2,"[0.06823832541704178, 0.08161021023988724, 0.6958177089691162, 0.03648464381694794, 0.11784901469945908]"
911695824731635713_0,2.0,2,"[0.06284022331237793, 0.028062274679541588, 0.6804679036140442, 0.1864960789680481, 0.042133577167987823]"
911705733955297281_0,2.0,4,"[0.10860896855592728, 0.1207188069820404, 0.28546616435050964, 0.03570638969540596, 0.4494996666908264]"
911712329791885312_0,2.0,2,"[0.07358383387327194, 0.03612295538187027, 0.6455438733100891, 0.20900337398052216, 0.03574596717953682]"
911763540268191744_0,2.0,2,"[0.05373256281018257, 0.14837928116321564, 0.38460683822631836, 0.05872712284326553, 0.3545541763305664]"
911790457864237056_0,2.0,2,"[0.022433141246438026, 0.009366977028548717, 0.9113080501556396, 0.01997595652937889, 0.03691590949892998]"
911846702558138368_0,2.0,1,"[0.04870482534170151, 0.6075612902641296, 0.18979419767856598, 0.021107420325279236, 0.13283228874206543]"
911922812608290816_0,2.0,1,"[0.048727091401815414, 0.5853193402290344, 0.07039167732000351, 0.01976713538169861, 0.27579477429389954]"
911934793427963905_0,2.0,2,"[0.026275286450982094, 0.031063588336110115, 0.7556890845298767, 0.0675201565027237, 0.11945192515850067]"
911980397164158981_0,2.0,2,"[0.06410357356071472, 0.09667522460222244, 0.578811764717102, 0.02561073563992977, 0.23479868471622467]"
912022130396672000_0,2.0,2,"[0.040542181581258774, 0.024375509470701218, 0.5853549242019653, 0.21894197165966034, 0.13078533113002777]"
912042097963929600_0,2.0,2,"[0.19706709682941437, 0.051465243101119995, 0.6149171590805054, 0.04101639986038208, 0.09553412348031998]"
912058088542359552_0,2.0,2,"[0.021903805434703827, 0.019092611968517303, 0.8829478025436401, 0.037233393639326096, 0.03882240504026413]"
912123133968216065_0,2.0,2,"[0.017540298402309418, 0.005147183779627085, 0.9673398733139038, 0.005057279486209154, 0.00491543160751462]"
912284065272807424_0,2.0,2,"[0.05156128108501434, 0.0707302913069725, 0.5189111232757568, 0.2937173545360565, 0.06507999449968338]"
912361718571048961_0,2.0,2,"[0.032867152243852615, 0.0513170100748539, 0.794501543045044, 0.08884108811616898, 0.032473232597112656]"
912383683331547136_0,2.0,3,"[0.02709878981113434, 0.06398079544305801, 0.06438758969306946, 0.8353625535964966, 0.009170341305434704]"
912391398506328065_0,2.0,2,"[0.023160913959145546, 0.011908612214028835, 0.9122664332389832, 0.04053620994091034, 0.012127903290092945]"
912456822040100864_0,2.0,3,"[0.01857001520693302, 0.02468668296933174, 0.03701489046216011, 0.8923153877258301, 0.027413062751293182]"
912984452707500033_0,2.0,3,"[0.03955691680312157, 0.02274763397872448, 0.061261001974344254, 0.8507556319236755, 0.025678806006908417]"
912990487501557761_0,2.0,2,"[0.06833776086568832, 0.11914268881082535, 0.6831625699996948, 0.06029270961880684, 0.06906433403491974]"
913025036960829440_0,2.0,1,"[0.06792853027582169, 0.32753491401672363, 0.2098628431558609, 0.29408371448516846, 0.10058997571468353]"
913196037019488262_0,2.0,2,"[0.035661544650793076, 0.01074043195694685, 0.8270096778869629, 0.03938206657767296, 0.08720626682043076]"
913418380312551425_0,2.0,2,"[0.061066776514053345, 0.07427158951759338, 0.4980207681655884, 0.04221782460808754, 0.32442304491996765]"
913443663543496704_0,2.0,2,"[0.047590892761945724, 0.03733659163117409, 0.8381447792053223, 0.03805750608444214, 0.038870204240083694]"
